MDB,Sovereign / Non-sovereign ,Project name,Project ID,Approval date,Approval year,Country,World Bank Income Level,Investment instrument,Sector (general),Total commitment ($ million),Mitigation sector,Adaptation sector,"Type (mitigation, adaptation or dual-use)",Climate finance ($ million),Mitigation ($ million),Adaptation ($ million),Dual-use ($ million),Climate finance percentage,Source
World Bank,Sovereign,"South Sudan COVID-19 Emergency Response and Health
Systems Preparedness Additional Financing",P178102,,2022,South Sudan,,,Health Nutrition and Population,200,,,,,1.5,31.1,,16.30%,World Bank Climate Finance 2022
World Bank,Sovereign,"South Sudan Productive Safety Net for Socioeconomic
Opportunities Project",P177663,,2022,South Sudan,,,Social Protection and Jobs,129,,,,,8.1,48.5,,43.90%,World Bank Climate Finance 2022
World Bank,Sovereign,"South Sudan Women's Social and Economic Empowerment
Project",P176900,,2022,South Sudan,,,Social Sustainability and Inclusion,70,,,,,1.8,3.7,,7.70%,World Bank Climate Finance 2022
World Bank,Sovereign,South Tarawa Sanitation Project,P176478,,2022,Kiribati,,,Water,19.5,,,,,3.7,6,,50.10%,World Bank Climate Finance 2022
World Bank,Sovereign,Southeast Asia Regional Economic Corridor and Connectivity Project,P176088,,2022,Lao People's Democratic Republic,,,Transport,131.9,,,,,0.2,79,,60.00%,World Bank Climate Finance 2022
World Bank,Sovereign,"Southeast Asia Regional Program on Combating Marine Plastics
(SEA-MaP)",P175659,,2022,Regional (Southeast Asia),,,"Environment Natural Resources
and the Blue Economy",20,,,,,18.8,1.2,,100.00%,World Bank Climate Finance 2022
World Bank,Sovereign,"Strengthening Early Childhood Development and Basic Education
Systems to Support Human Capital Development in Eswatini
Project",P173151,,2022,Eswatini,,,Education,27.4,,,,,0.3,0.8,,4.20%,World Bank Climate Finance 2022
World Bank,Sovereign,Strengthening Human Capital for a Resilient Morocco DPF,P176937,,2022,Morocco,,,Health Nutrition and Population,500,,,,,35.7,150,,37.10%,World Bank Climate Finance 2022
World Bank,Sovereign,Strengthening Lebanon’s Covid-19 Response,P178587,,2022,Lebanon,,,Health Nutrition and Population,23,,,,,0.1,0,,0.60%,World Bank Climate Finance 2022
World Bank,Sovereign,"Strengthening Pedagogy and Governance in Uruguayan Public
Schools Project",P176105,,2022,Uruguay,,,Education,40,,,,,3.4,3.6,,17.60%,World Bank Climate Finance 2022
World Bank,Sovereign,"STRENGTHENING PERU'S NATIONAL SCIENCE, TECHNOLOGY AND
INNOVATION SYSTEM",P176297,,2022,Peru,,,"Finance Competitiveness and
Innovation",100,,,,,24.6,24.6,,49.30%,World Bank Climate Finance 2022
World Bank,Sovereign,"Strengthening the National Statistical System in Ecuador
Project",P178564,,2022,Ecuador,,,Poverty and Equity,80,,,,,0.2,0.2,,0.60%,World Bank Climate Finance 2022
World Bank,Sovereign,Strengthening the Statistical System of Uzbekistan,P173450,,2022,Uzbekistan,,,Poverty and Equity,50,,,,,0,1,,2.00%,World Bank Climate Finance 2022
World Bank,Sovereign,Support for Resilient Livelihoods in the South of Madagascar AF,P177606,,2022,Madagascar,,,Social Sustainability and Inclusion,100,,,,,7.2,30.8,,37.90%,World Bank Climate Finance 2022
World Bank,Sovereign,Support to the National Housing Program Project,P176581,,2022,Dominican Republic,,,Urban Resilience and Land,100,,,,,11.7,11.7,,23.40%,World Bank Climate Finance 2022
World Bank,Sovereign,"Supporting Access to Finance and Enterprise Recovery
(SAFER)",P175017,,2022,Kenya,,,"Finance Competitiveness and
Innovation",100,,,,,0.4,0.4,,0.70%,World Bank Climate Finance 2022
World Bank,Sovereign,Sustainable and Integrated Labor Services (SAILS),P177240,,2022,Maldives,,,Social Protection and Jobs,24,,,,,0,8.7,,36.20%,World Bank Climate Finance 2022
World Bank,Sovereign,"Sustainable Energy and Broadband Access in Rural
Mozambique Project",P175295,,2022,Mozambique,,,Energy and Extractives,300,,,,,239,11.4,,83.50%,World Bank Climate Finance 2022
World Bank,Sovereign,"Sustainable Recovery of Landscapes and Livelihoods in
Argentina Project",P175669,,2022,Argentina,,,"Environment Natural Resources
and the Blue Economy",45,,,,,6.3,11,,38.40%,World Bank Climate Finance 2022
World Bank,Sovereign,Tajikistan Preparedness and Resilience to Disasters Project,P177779,,2022,Tajikistan,,,Urban Resilience and Land,50,,,,,0.1,24.9,,49.90%,World Bank Climate Finance 2022
World Bank,Sovereign,"Tajikistan Strengthening Water and Irrigation Management
Project",P175356,,2022,Tajikistan,,,Water,30,,,,,1.7,13.3,,49.80%,World Bank Climate Finance 2022
World Bank,Sovereign,Tajikistan Water Supply and Sanitation Investment Project,P177325,,2022,Tajikistan,,,Water,45,,,,,0,10.6,,23.40%,World Bank Climate Finance 2022
World Bank,Sovereign,"Tanzania Cities Transforming Infrastructure & Competitiveness
Project",P171189,,2022,Tanzania,,,Urban Resilience and Land,278,,,,,77.2,50.2,,45.80%,World Bank Climate Finance 2022
World Bank,Sovereign,Tanzania Transport Integration Project,P165660,,2022,Tanzania,,,Transport,550,,,,,43.9,121.1,,30.00%,World Bank Climate Finance 2022
World Bank,Sovereign,"The Gambia Second Fiscal Management, Energy and Telecom
Reform Development Policy Financing",P173150,,2022,Gambia,,,"Macroeconomics Trade and
Investment",20,,,,,0.6,0.4,,4.90%,World Bank Climate Finance 2022
World Bank,Sovereign,The Philippines Multisectoral Nutrition Project,P175493,,2022,Philippines,,,Health Nutrition and Population,178.1,,,,,0,37,,20.80%,World Bank Climate Finance 2022
World Bank,Sovereign,"The Second Solomon Islands Transition to Sustainable Growth
Development Policy Operation",P172454,,2022,Solomon Islands,Lower middle income,,"Macroeconomics Trade and
Investment",15,,,,,1.1,1.1,,14.30%,World Bank Climate Finance 2022
World Bank,Sovereign,"Third Additional Financing for Sri Lanka COVID-19 Emergency
Response and Health System Preparedness Project",P177714,,2022,Sri Lanka,,,Health Nutrition and Population,100,,,,,2,2,,3.90%,World Bank Climate Finance 2022
World Bank,Sovereign,"Third Additional Financing for the Ethiopia COVID-19
Emergency Response Project",P178821,,2022,Ethiopia,,,Health Nutrition and Population,195,,,,,0,9.3,,4.80%,World Bank Climate Finance 2022
World Bank,Sovereign,"Third Additional Financing Rwanda COVID-19 Emergency
Response Project",P178282,,2022,Rwanda,,,Health Nutrition and Population,32,,,,,1,0,,3.20%,World Bank Climate Finance 2022
World Bank,Sovereign,"Third AF to The Gambia COVID-19 Vaccine Preparedness and
Response Project",P178965,,2022,Gambia,,,Health Nutrition and Population,12,,,,,0,0,,0.00%,World Bank Climate Finance 2022
World Bank,Sovereign,"Third Angola Growth and Inclusion Development Policy
Financing",P169983,,2022,Angola,,,"Macroeconomics Trade and
Investment",500,,,,,114.6,56.3,,34.20%,World Bank Climate Finance 2022
World Bank,Sovereign,"Third Disaster Risk Management Development Policy Loan with
a Cat DDO",P176650,,2022,Colombia,,,Urban Resilience and Land,300,,,,,53.6,182.1,,78.60%,World Bank Climate Finance 2022
World Bank,Sovereign,"Togo Second Additional Financing to the COVID-19 Emergency
Response and Systems Preparedness Strengthening Project",P177956,,2022,Togo,,,Health Nutrition and Population,25,,,,,0.1,0.1,,0.90%,World Bank Climate Finance 2022
World Bank,Sovereign,Togo Second Fiscal Management and Infrastructure Reform DPF,P172023,,2022,Togo,,,"Macroeconomics Trade and
Investment",100,,,,,25,0,,25.00%,World Bank Climate Finance 2022
World Bank,Sovereign,"Togo, Improving Quality and Equity of Basic Education Project",P172674,,2022,Togo,,,Education,45,,,,,2.7,2.7,,11.90%,World Bank Climate Finance 2022
World Bank,Sovereign,Tonga Climate Resilient Transport Project II,P176208,,2022,Tonga,,,Transport,38,,,,,0.3,31.6,,84.00%,World Bank Climate Finance 2022
World Bank,Sovereign,Tonga Safe and Resilient Schools Project,P174434,,2022,Tonga,,,Urban Resilience and Land,15,,,,,0,4.1,,27.10%,World Bank Climate Finance 2022
World Bank,Sovereign,"Tonga Second Resilience Development Policy Financing:
Supplemental Financing",P178698,,2022,Tonga,,,"Macroeconomics Trade and
Investment",20,,,,,0,5,,25.10%,World Bank Climate Finance 2022
World Bank,Sovereign,"Tonga Second Resilience Development Policy Operation with a
Catastrophe-Deferred Drawdown Option",P172742,,2022,Tonga,,,"Macroeconomics Trade and
Investment",19,,,,,0,4.8,,25.10%,World Bank Climate Finance 2022
World Bank,Sovereign,Tourism Diversiﬁcation and Resilience in The Gambia,P177179,,2022,Gambia,,,"Finance Competitiveness and
Innovation",68,,,,,1.8,52.4,,79.70%,World Bank Climate Finance 2022
World Bank,Sovereign,"Transmission Investment Plan (PIT) to support Post-COVID-19
Green Economic Recovery in Peru",P174812,,2022,Peru,,,Energy and Extractives,70,,,,,0.3,17.3,,25.00%,World Bank Climate Finance 2022
World Bank,Sovereign,"Tunisia COVID-19 Social Protection Emergency Response
Support Project Additional Financing",P177821,,2022,Tunisia,,,Social Protection and Jobs,400,,,,,0,94.2,,23.50%,World Bank Climate Finance 2022
World Bank,Sovereign,Tunisia Emergency Food Security Response Project,P179010,,2022,Tunisia,,,Agriculture and Food,130,,,,,0,26.8,,20.60%,World Bank Climate Finance 2022
World Bank,Sovereign,"Turkey Climate Smart and Competitive Agricultural Growth
Project (TUCSAP)",P175011,,2022,Türkiye,,,Agriculture and Food,341.3,,,,,180.9,91.7,,79.90%,World Bank Climate Finance 2022
World Bank,Sovereign,Turkey Emergency COVID-19 Health Project Additional Financing,P178462,,2022,Türkiye,,,Health Nutrition and Population,500,,,,,0,0,,0.00%,World Bank Climate Finance 2022
World Bank,Sovereign,Turkey Geothermal Development Project Additional Financing,P172827,,2022,Türkiye,,,Energy and Extractives,300,,,,,285,15,,100.00%,World Bank Climate Finance 2022
World Bank,Sovereign,"Türkiye Earthquake, Floods and Wildﬁres Emergency
Reconstruction Project",P176608,,2022,Türkiye,,,Urban Resilience and Land,449.3,,,,,3.3,277.2,,62.50%,World Bank Climate Finance 2022
World Bank,Sovereign,Tuvalu Aviation Investment Project Additional Financing IV,P176893,,2022,Tuvalu,,,Transport,6,,,,,0,6,,100.00%,World Bank Climate Finance 2022
World Bank,Sovereign,"Tuvalu Second Resilience Development Policy Operation with a
Catastrophe-Deferred Drawdown Option",P172614,,2022,Tuvalu,,,"Macroeconomics Trade and
Investment",17.5,,,,,0,8.8,,50.10%,World Bank Climate Finance 2022
World Bank,Sovereign,"Uganda: Investment for Industrial Transformation and
Employment",P171607,,2022,Uganda,,,"Finance Competitiveness and
Innovation",200,,,,,0,0,,0.00%,World Bank Climate Finance 2022
World Bank,Sovereign,Unleashing the Blue Economy of the Caribbean (UBEC),P171833,,2022,"OECS
Countries",,,"Environment Natural Resources and
the Blue Economy",56,,,,,2.6,25.5,,50.20%,World Bank Climate Finance 2022
World Bank,Sovereign,Uruguay Agro-Ecological and Climate Resilient Systems Project,P176232,,2022,Uruguay,,,Agriculture and Food,35.5,,,,,10.7,7.7,,51.80%,World Bank Climate Finance 2022
World Bank,Sovereign,Uzbekistan Financial Sector Reform Project,P173619,,2022,Uzbekistan,,,"Finance Competitiveness and
Innovation",15,,,,,0.3,2.4,,17.80%,World Bank Climate Finance 2022
World Bank,Sovereign,Valorization of Investments in the Valley of the Logone,P168772,,2022,Cameroon,,,Water,200,,,,,81.9,88.9,,85.40%,World Bank Climate Finance 2022
World Bank,Sovereign,Vanuatu Aﬀordable and Resilient Settlements Project,P173278,,2022,Vanuatu,,,Urban Resilience and Land,25,,,,,0.3,14.1,,57.20%,World Bank Climate Finance 2022
World Bank,Sovereign,"Vanuatu Climate Resilient Transport Project - Additional
Financing",P177135,,2022,Vanuatu,,,Transport,46.8,,,,,0,46.8,,100.00%,World Bank Climate Finance 2022
World Bank,Sovereign,"Vanuatu Second Disaster Risk Management Development Policy
Grant with a Catastrophe Deferred Drawdown Option",P176930,,2022,Vanuatu,,,Urban Resilience and Land,10,,,,,0,7.5,,75.00%,World Bank Climate Finance 2022
World Bank,Sovereign,Water Sector Governance and Infrastructure Support Project,P176589,,2022,Nepal,,,Water,80,,,,,5.1,23.6,,35.80%,World Bank Climate Finance 2022
World Bank,Sovereign,West Africa Food System Resilience Program (FSRP),P172769,,2022,Western and Central Africa,,,Agriculture and Food,330,,,,,41.4,128.9,,51.60%,World Bank Climate Finance 2022
World Bank,Sovereign,"West Bengal Building State Capability for Inclusive Social
Protection Operation",P174564,,2022,India,,,Social Protection and Jobs,125,,,,,0,5.2,,4.20%,World Bank Climate Finance 2022
World Bank,Sovereign,West Bengal Electricity Distribution Grid Modernization Project,P170590,,2022,India,,,Energy and Extractives,135,,,,,60.1,35.7,,71.00%,World Bank Climate Finance 2022
World Bank,Sovereign,Yangtze River Protection and Ecological Restoration Program,P171644,,2022,China,,,Water,400,,,,,178.5,16.2,,48.70%,World Bank Climate Finance 2022
World Bank,Sovereign,"Yellow River Basin Ecological Protection and Environmental
Pollution Control Program",P172806,,2022,China,,,"Environment Natural Resources
and the Blue Economy",380,,,,,154.9,131.7,,75.40%,World Bank Climate Finance 2022
World Bank,Sovereign,Yemen Emergency Electricity Access Project-Phase II,P178347,,2022,"Yemen, Republic of",,,Energy and Extractives,100,,,,,82,4.9,,87.00%,World Bank Climate Finance 2022
World Bank,Sovereign,Zambia Devolution Support Program,P178492,,2022,Zambia,,,Governance,210,,,,,0,1.6,,0.80%,World Bank Climate Finance 2022
World Bank,Sovereign,Zambia Emergency Health Service Delivery Project,P176214,,2022,Zambia,,,Governance,155,,,,,0,0,,0.00%,World Bank Climate Finance 2022
World Bank,Sovereign,"Accelerating Economic Diversiﬁcation and Job Creation
Project",P178035,,2023,Angola,,,"Finance Competitiveness and
Innovation",300,,,,,23.5,23,,15.5%,World Bank Climate Finance 2023
World Bank,Sovereign,"Accelerating Governance Institutional Reforms for sustainable
services (AGIR) in RoC",P177468,,2023,"Congo, Democratic Republic of",,,Governance,70,,,,,2.2,3.9,,8.7%,World Bank Climate Finance 2023
World Bank,Sovereign,"Access to Finance & Economic Opportunities Project – Mais
Oportunidades",P178658,,2023,Mozambique,,,"Finance Competitiveness and
Innovation",300,,,,,22,48.7,,23.6%,World Bank Climate Finance 2023
World Bank,Sovereign,Adaptive Safety Net,P176544,,2023,Senegal,,,Social Protection and Jobs,100,,,,,0,38.8,,38.8%,World Bank Climate Finance 2023
World Bank,Sovereign,"ADDITIONAL FINANCE-ACCESS TO FINANCE FOR RECOVERY AND
RESILIENCE PROJECT (AFIRR)",P179999,,2023,Rwanda,,,"Finance Competitiveness and
Innovation",100,,,,,10.2,16.3,,26.5%,World Bank Climate Finance 2023
World Bank,Sovereign,"Additional Financing - Romania Strengthening Disaster Risk
Management Project",P180531,,2023,Romania,,,Urban Resilience and Land,99.9,,,,,57.4,14,,71.4%,World Bank Climate Finance 2023
World Bank,Sovereign,Additional Financing for Dakar Bus Rapid Transit Pilot Project,P180789,,2023,Senegal,,,Transport,70,,,,,67.6,2.4,,100.0%,World Bank Climate Finance 2023
World Bank,Sovereign,"Additional Financing for Institutional Foundations to Improve
Services for Health",P177050,,2023,Liberia,,,Health Nutrition and Population,20,,,,,0,2,,9.8%,World Bank Climate Finance 2023
World Bank,Sovereign,Additional Financing for Resilient Kerala Program,P177980,,2023,India,,,Urban Resilience and Land,150,,,,,4.5,122.9,,85.0%,World Bank Climate Finance 2023
World Bank,Sovereign,"Additional Financing for Stormwater Management and Climate
Change Adaptation Project 2",P180203,,2023,Senegal,,,Urban Resilience and Land,135,,,,,6.9,118.1,,92.6%,World Bank Climate Finance 2023
World Bank,Sovereign,Additional Financing for the Gazetted Forests Management Project,P178838,,2023,Benin,,,"Environment Natural Resources
and the Blue Economy",30,,,,,30,0,,100.0%,World Bank Climate Finance 2023
World Bank,Sovereign,"Additional Financing for the Improving Inclusion in Secondary
and Higher Education",P179668,,2023,Argentina,,,Education,300,,,,,6,14.5,,6.8%,World Bank Climate Finance 2023
World Bank,Sovereign,"Additional Financing for the Recovery of Economic Activity for
Liberian Informal Sector Employment Project",P179035,,2023,Liberia,,,Social Protection and Jobs,20,,,,,0,1.9,,9.8%,World Bank Climate Finance 2023
World Bank,Sovereign,"Additional Financing for the Social Safety Nets for Vulnerable
Populations in the Province of Buenos Aires Project",P178628,,2023,Argentina,,,Social Protection and Jobs,50,,,,,0,0,,0.0%,World Bank Climate Finance 2023
World Bank,Sovereign,"Additional Financing of Enhancing Connectivity in the northern
and central agricultural production areas of Senegal",P180875,,2023,Senegal,,,Transport,117,,,,,0.8,50,,43.4%,World Bank Climate Finance 2023
World Bank,Sovereign,"Additional Financing to Rwanda Stunting Prevention and
Reduction Project",P179499,,2023,Rwanda,,,Health Nutrition and Population,70,,,,,0,15.7,,22.4%,World Bank Climate Finance 2023
World Bank,Sovereign,"Additional Financing to Sierra Leone Food Systems Resilience
Program, Phase 2",P180211,,2023,Western and Central Africa,,,Agriculture and Food,50,,,,,25,18.2,,86.3%,World Bank Climate Finance 2023
World Bank,Sovereign,"Additional Financing to the  Central African Republic  (CAR)
Emergency Food Crisis Response Project",P180996,,2023,Central African Republic,,,Agriculture and Food,50,,,,,0,10,,20.0%,World Bank Climate Finance 2023
World Bank,Sovereign,"Additional Financing to the Madagascar Road Sector Sustainability
Project",P178924,,2023,Madagascar,,,Transport,100,,,,,1,42,,43.0%,World Bank Climate Finance 2023
World Bank,Sovereign,"Additional Financing to the Regional Disease Surveillance
Systems Enhancement Project in West Africa, Phase III",P176646,,2023,Western and Central Africa,,,Health Nutrition and Population,6,,,,,0,0.6,,10.0%,World Bank Climate Finance 2023
World Bank,Sovereign,Additional Financing: TZ-Rural Electriﬁcation Expansion Program,P177140,,2023,Tanzania,,,Energy and Extractives,335,,,,,261.7,48.7,,92.7%,World Bank Climate Finance 2023
World Bank,Sovereign,"Additional Financing-Health System Performance Strengthening
Project",P180039,,2023,Chad,,,Health Nutrition and Population,150,,,,,0.3,18.3,,12.4%,World Bank Climate Finance 2023
World Bank,Sovereign,Additional Financing-Mali Drylands Development Project,P177323,,2023,Mali,,,Agriculture and Food,30,,,,,2.2,9.8,,39.9%,World Bank Climate Finance 2023
World Bank,Sovereign,"Advancing Uzbekistan's Economic and Social Transformation
Development Policy Operation",P179007,,2023,Uzbekistan,,,"Macroeconomics Trade and
Investment",950,,,,,0,10.6,,1.1%,World Bank Climate Finance 2023
World Bank,Sovereign,AF Yemen Food Security Response and Resilience Project,P178439,,2023,"Yemen, Republic of",,,Agriculture and Food,150,,,,,17.9,47,,43.3%,World Bank Climate Finance 2023
World Bank,Sovereign,"Africa Centres for Disease Control Support Program to Combat
Current and Future Public Health Threats Project",P178633,,2023,Eastern and Southern Africa,,,Health Nutrition and Population,100,,,,,0,10.6,,10.6%,World Bank Climate Finance 2023
World Bank,Sovereign,"Agriculture Governance, Growth and Resilience Investment
Project",P170035,,2023,Moldova,,,Agriculture and Food,55,,,,,23,3.5,,48.2%,World Bank Climate Finance 2023
World Bank,Sovereign,"Agriculture Resilience, Value Chain Development and
Innovation (ARDI) Program",P167946,,2023,Jordan,,,Agriculture and Food,95.6,,,,,18.5,48.2,,69.8%,World Bank Climate Finance 2023
World Bank,Sovereign,Air Quality Improvement Project,P176040,,2023,Bosnia and Herzegovina,,,Energy and Extractives,50,,,,,42.9,0,,85.8%,World Bank Climate Finance 2023
World Bank,Sovereign,"Angola First Green, Resilient, Inclusive Growth and
Diversiﬁcation Development Policy Financing",P179512,,2023,Angola,,,"Macroeconomics Trade and
Investment",500,,,,,100,9.4,,21.9%,World Bank Climate Finance 2023
World Bank,Sovereign,"Angola Strengthening Governance for Enhanced Service
Delivery Project",P178040,,2023,Angola,,,Governance,250,,,,,2.5,5.1,,3.0%,World Bank Climate Finance 2023
World Bank,Sovereign,"Animal Health System Support for One Health Program
(AHSSOH)",P177671,,2023,India,,,Agriculture and Food,82,,,,,5.2,4.6,,12.0%,World Bank Climate Finance 2023
World Bank,Sovereign,Assam Integrated River Basin Management Program,P174593,,2023,India,,,Water,108,,,,,0.7,54.7,,51.4%,World Bank Climate Finance 2023
World Bank,Sovereign,"Assam State Secondary Healthcare Initiative for Service
Delivery Transformation (ASSIST) Project",P179337,,2023,India,,,Health Nutrition and Population,251,,,,,17.9,28.6,,18.5%,World Bank Climate Finance 2023
World Bank,Sovereign,Asuncion Riverfront Urban Resilience Project,P175320,,2023,Paraguay,,,Urban Resilience and Land,105,,,,,11.9,39.9,,49.4%,World Bank Climate Finance 2023
World Bank,Sovereign,Bamako Urban Resilience Project,P171658,,2023,Mali,,,Urban Resilience and Land,250,,,,,47.8,104.8,,61.1%,World Bank Climate Finance 2023
World Bank,Sovereign,"Bangladesh Environmental Sustainability and Transformation
Project",P172817,,2023,Bangladesh,,,"Environment Natural Resources and
the Blue Economy",250,,,,,69.3,13.5,,33.1%,World Bank Climate Finance 2023
World Bank,Sovereign,Barbados Green and Resilient Recovery DPL,P179112,,2023,Barbados,,,"Environment Natural Resources
and the Blue Economy",100,,,,,21.9,46.6,,68.4%,World Bank Climate Finance 2023
World Bank,Sovereign,Barwaaqo - Somalia Water for Rural Resilience Project,P177627,,2023,Somalia,,,Water,70,,,,,12.5,34.9,,67.7%,World Bank Climate Finance 2023
World Bank,Sovereign,"Benin Economic Governance for Service Delivery Program for
Results",P176763,,2023,Benin,,,Governance,150,,,,,11,20.3,,20.9%,World Bank Climate Finance 2023
World Bank,Sovereign,"Benin Second Unlocking Human and Productive Potential DPF
series",P178042,,2023,Benin,,,"Macroeconomics Trade and
Investment",150,,,,,18.8,18.8,,25.0%,World Bank Climate Finance 2023
World Bank,Sovereign,Benin Social Safety Nets Program,P176680,,2023,Benin,,,Social Protection and Jobs,100,,,,,1.8,23.5,,25.3%,World Bank Climate Finance 2023
World Bank,Sovereign,BiH Health Sectors Programmatic Development Policy Loan,P175191,,2023,Bosnia and Herzegovina,,,"Macroeconomics Trade and
Investment",100,,,,,1.1,0,,1.1%,World Bank Climate Finance 2023
World Bank,Sovereign,"Botswana Programmatic Economic Resilience and Green
Recovery Development Policy Loan II",P176810,,2023,Botswana,,,"Macroeconomics Trade and
Investment",150,,,,,55,0,,36.7%,World Bank Climate Finance 2023
World Bank,Sovereign,Brazil Climate Finance Project,P178888,,2023,Brazil,,,"Finance Competitiveness and
Innovation",500,,,,,500,0,,100.0%,World Bank Climate Finance 2023
World Bank,Sovereign,Brazil: Espirito Santo Water Security Management Project,P176982,,2023,Brazil,,,Water,86.1,,,,,6.7,68.2,,87.0%,World Bank Climate Finance 2023
World Bank,Sovereign,"Building Eﬀective, Transparent and Accountable Public
Financial Management Institutions Project",P176366,,2023,"North
Macedonia",,,Governance,19.8,,,,,0.3,0.6,,4.9%,World Bank Climate Finance 2023
World Bank,Sovereign,"Building Institutions And Systems to Harness And Realize
Agenda 2063 Project",P180117,,2023,Eastern and Southern Africa,,,Governance,50,,,,,0,0,,0.0%,World Bank Climate Finance 2023
World Bank,Sovereign,Building Resilient and Inclusive Cities Program,P176653,,2023,Benin,,,Urban Resilience and Land,200,,,,,14.6,113.5,,64.1%,World Bank Climate Finance 2023
World Bank,Sovereign,Building Resilient Bridges,P174595,,2023,Albania,,,Transport,55,,,,,8.7,40.1,,88.9%,World Bank Climate Finance 2023
World Bank,Sovereign,Building Skills for Human Capital Development in South Sudan,P178654,,2023,South Sudan,,,Education,45,,,,,2.5,4.5,,15.6%,World Bank Climate Finance 2023
World Bank,Sovereign,"Burkina Faso Entrepreneurship, Skills and Technology Project",P177005,,2023,Burkina Faso,,,"Finance Competitiveness and
Innovation",160,,,,,21.7,1.3,,14.4%,World Bank Climate Finance 2023
World Bank,Sovereign,Burkina Faso Livestock Resilience and Competitiveness  Project,P178598,,2023,Burkina Faso,,,Agriculture and Food,150,,,,,27.7,27.3,,36.7%,World Bank Climate Finance 2023
World Bank,Sovereign,"Burkina Faso Local Governance for Basic Services & Resilience
Program",P177875,,2023,Burkina Faso,,,Governance,150,,,,,6.8,25.3,,21.4%,World Bank Climate Finance 2023
World Bank,Sovereign,Burundi Transport Resilience Project,P172988,,2023,Burundi,,,Transport,120,,,,,13.1,45.4,,48.7%,World Bank Climate Finance 2023
World Bank,Sovereign,"Cabo Verde Resilient Tourism and Blue Economy Development
AF",P179274,,2023,Cabo Verde,,,"Finance Competitiveness and
Innovation",10,,,,,0.5,2,,25.0%,World Bank Climate Finance 2023
World Bank,Sovereign,"Cabo Verde: Second Resilient and Equitable Recovery DPF with
a Cat DDO",P176148,,2023,Cabo Verde,,,"Macroeconomics Trade and
Investment",52.5,,,,,0,12.4,,23.7%,World Bank Climate Finance 2023
World Bank,Sovereign,Cairo Alexandria Trade Logistics Development Project,P177932,,2023,"Egypt Arab
Republic of",,,Transport,400,,,,,399.3,0,,99.8%,World Bank Climate Finance 2023
World Bank,Sovereign,"Cambodia Growth and Resilience Development Policy Operation
Series",P179019,,2023,Cambodia,,,"Macroeconomics Trade and
Investment",274,,,,,0,3.9,,1.4%,World Bank Climate Finance 2023
World Bank,Sovereign,"Cambodia: Solid Waste and Plastic Management Improvement
Project",P170976,,2023,Cambodia,,,"Environment Natural Resources and
the Blue Economy",60,,,,,33.4,0,,55.7%,World Bank Climate Finance 2023
World Bank,Sovereign,"Cameroon First Fiscal, Inclusive and Sustainable Growth DPF",P175249,,2023,Cameroon,,,"Macroeconomics Trade and
Investment",100,,,,,0.7,9,,9.7%,World Bank Climate Finance 2023
World Bank,Sovereign,CAR - Data for Decision Making - Additional Financing,P179053,,2023,Central African Republic,,,Poverty and Equity,3,,,,,0,0,,0.0%,World Bank Climate Finance 2023
World Bank,Sovereign,Catalyzing Long Term Finance through Capital Markets,P176069,,2023,Serbia,,,"Finance Competitiveness and
Innovation",30,,,,,0.1,0.8,,3.0%,World Bank Climate Finance 2023
World Bank,Sovereign,Central Africa Regional Waterways Project,P175235,,2023,Central Africa,,,Transport,330,,,,,89.4,52.2,,42.9%,World Bank Climate Finance 2023
World Bank,Sovereign,Chad Territorial Development and Resilience Project,P177163,,2023,Chad,,,Urban Resilience and Land,140,,,,,15.1,17.4,,23.2%,World Bank Climate Finance 2023
World Bank,Sovereign,Chhattisgarh: Accelerated Learning for a Knowledge-Economy,P179249,,2023,India,,,Education,300,,,,,18,22.8,,13.6%,World Bank Climate Finance 2023
World Bank,Sovereign,"Chile Green Hydrogen Facility to Support a Green, Resilient and
Inclusive Economic Development",P177533,,2023,Chile,,,Energy and Extractives,150,,,,,150,0,,100.0%,World Bank Climate Finance 2023
World Bank,Sovereign,"China Green Agricultural and Rural Revitalization Program for
Results (Hubei and Hunan)",P178907,,2023,China,,,Agriculture and Food,345,,,,,223.5,6.6,,66.7%,World Bank Climate Finance 2023
World Bank,Sovereign,China Plastic Waste Reduction Project (Shaanxi),P176989,,2023,China,,,"Environment Natural Resources
and the Blue Economy",250,,,,,122.2,0,,48.9%,World Bank Climate Finance 2023
World Bank,Sovereign,"Clean Energy for Vulnerable Households and Communities
Project",P178553,,2023,Argentina,,,Energy and Extractives,400,,,,,398.5,0.2,,99.7%,World Bank Climate Finance 2023
World Bank,Sovereign,Climate and Disaster Resilient Cities Project,P173025,,2023,Türkiye,,,Urban Resilience and Land,512.1,,,,,111.4,243.8,,69.4%,World Bank Climate Finance 2023
World Bank,Sovereign,Climate Resilience and Agriculture Development Project,P178715,,2023,Albania,,,Agriculture and Food,70,,,,,24.4,8.8,,47.5%,World Bank Climate Finance 2023
World Bank,Sovereign,"Climate Resilient Infrastructure for Urban Flood Risk
Management Project",P178534,,2023,Argentina,,,Water,200,,,,,15.4,156.8,,86.1%,World Bank Climate Finance 2023
World Bank,Sovereign,"Climate-Resilient and Inclusive Livelihoods Project (ProClimat
Congo)",P177786,,2023,"Congo, Democratic Republic of",,,"Environment Natural Resources
and the Blue Economy",70,,,,,21.4,21.2,,60.8%,World Bank Climate Finance 2023
